iter	Logloss
431	0.04715609173
432	0.04699895571
433	0.04678174615
434	0.04660804838
435	0.04642846853
436	0.04628765057
437	0.0460741212
438	0.04591559867
439	0.04573677808
440	0.04556543887
441	0.04543252716
442	0.04530488948
443	0.04519843221
444	0.04505364418
445	0.0449062107
446	0.04471455326
447	0.04452718437
448	0.04435208847
449	0.04420792391
450	0.04400441517
451	0.04382580191
452	0.04367969006
453	0.04354763816
454	0.04342813055
455	0.04327564994
456	0.04310103943
457	0.0429765442
458	0.0428075698
459	0.04260220846
460	0.04244492153
461	0.04225142926
462	0.04214292233
463	0.04202391033
464	0.04189578662
465	0.04169675425
466	0.04157959109
467	0.0413951382
468	0.04128908609
469	0.041161035
470	0.04101851438
471	0.04088009348
472	0.04076778089
473	0.04062400937
474	0.04051040764
475	0.0403982539
476	0.04029468293
477	0.04013946454
478	0.04000518724
479	0.03984820361
480	0.03974545901
481	0.03965321908
482	0.03950664346
483	0.0393626905
484	0.03918945874
485	0.0390179727
486	0.03889263799
487	0.03877136335
488	0.03863669241
489	0.03854292562
490	0.03840516592
491	0.03827558547
492	0.03814718728
493	0.03805540641
494	0.03794561242
495	0.03783721884
496	0.03774873147
497	0.03762556046
498	0.03751315107
499	0.03734760299
500	0.03720768203
501	0.03709991405
502	0.03697199201
503	0.03685429131
504	0.03676479325
505	0.03665009459
506	0.03653473491
507	0.03643198068
508	0.03632126773
509	0.03615111753
510	0.03602123126
511	0.03588749712
512	0.03579832012
513	0.03570623517
514	0.03558182205
515	0.03538904677
516	0.03528361216
517	0.03518185233
518	0.035052985
519	0.03495220914
520	0.03483760655
521	0.0347456869
522	0.03464681635
523	0.03453861276
524	0.03444682335
525	0.03433551287
526	0.03425398792
527	0.03414666538
528	0.03403064196
529	0.03393184885
530	0.03384167994
531	0.03373169233
532	0.03364437555
533	0.03354179129
534	0.03338303611
535	0.0332934166
536	0.03322028786
537	0.03306520676
538	0.03295554087
539	0.03286823476
540	0.03278032616
541	0.03267311419
542	0.03256814053
543	0.03246653602
544	0.03237174541
545	0.03226753647
546	0.03217491617
547	0.03208600606
548	0.03196138173
549	0.03184282492
550	0.03170121411
551	0.03162445754
552	0.0315371646
553	0.03141870817
554	0.0313245367
555	0.03118467023
556	0.03111288642
557	0.03103623241
558	0.03095206733
559	0.03088593438
560	0.03080028638
561	0.03072363491
562	0.03063501214
563	0.03054438695
564	0.03048329934
565	0.0303882135
566	0.03029628202
567	0.03021374454
568	0.03013373926
569	0.0300486956
570	0.02996992374
571	0.02988464122
572	0.02981434042
573	0.02969417751
574	0.02960755909
575	0.02947895204
576	0.02938500389
577	0.02931191057
578	0.02921627308
579	0.02908830856
580	0.02902124514
581	0.0289482375
582	0.0288752005
583	0.02880183607
584	0.02872790982
585	0.0286601385
586	0.02858232781
587	0.02845445583
588	0.02831880103
589	0.02823974217
590	0.02813369925
591	0.02807912146
592	0.02800939078
593	0.02793400099
594	0.02786255936
595	0.02779880683
596	0.02769319211
597	0.02761528105
598	0.02754790465
599	0.02749015118
600	0.0274381878
601	0.02736253341
602	0.02730829234
603	0.02726044173
604	0.02718246053
605	0.02710971768
606	0.02704958126
607	0.02698319331
608	0.02691008891
609	0.02684103822
610	0.02677320118
611	0.02668950155
612	0.02663418467
613	0.02657221382
614	0.02646321227
615	0.02640445689
616	0.02634642512
617	0.02626312345
618	0.02616714527
619	0.02610965416
620	0.02601627265
621	0.02596470614
622	0.02588864947
623	0.02581262425
624	0.02575859477
625	0.02568770573
626	0.02562830692
627	0.02556229586
628	0.0254918546
629	0.02543882901
630	0.02535967271
631	0.02529653157
632	0.02523630798
633	0.02517616123
634	0.02511166215
635	0.02504718448
636	0.02498957013
637	0.02492777134
638	0.02485296925
639	0.02479752978
640	0.02472577204
641	0.02463331709
642	0.02458161965
643	0.02451650684
644	0.0244709001
645	0.02442590043
646	0.02436813846
647	0.02431998904
648	0.02426923598
649	0.02420484434
650	0.02413693448
651	0.02407696302
652	0.02400909558
653	0.02395311063
654	0.02389698644
655	0.02385139629
656	0.02378279383
657	0.02373062447
658	0.02362457732
659	0.02357340013
660	0.02349908511
661	0.0234503151
662	0.02340485369
663	0.02334004422
664	0.02325043986
665	0.02319827815
666	0.02313079074
667	0.02308677748
668	0.02303619757
669	0.02297349875
670	0.02290965825
671	0.02285341377
672	0.02278533046
673	0.02273131068
674	0.02268776715
675	0.02263435513
676	0.02259814645
677	0.0225434955
678	0.02249006932
679	0.02244508798
680	0.02240188385
681	0.02235976696
682	0.02227026403
683	0.02223086933
684	0.02218674933
685	0.02214253152
686	0.02208686575
687	0.02204573502
688	0.02200432345
689	0.02195828026
690	0.0219172512
691	0.02188305368
692	0.02181113119
693	0.02175688808
694	0.0216965347
695	0.02165021499
696	0.02159943362
697	0.02154920851
698	0.02150240307
699	0.02142540912
700	0.02136821374
701	0.02130916357
702	0.02127080311
703	0.02122312297
704	0.0211785688
705	0.02113661344
706	0.02109161824
707	0.02105695769
708	0.02099600583
709	0.02095638876
710	0.0209152403
711	0.0208734715
712	0.02082176099
713	0.02078290661
714	0.02074927439
715	0.02070775688
716	0.02065617119
717	0.02062463482
718	0.02059162537
719	0.02055823699
720	0.02052242567
721	0.02048909307
722	0.02044305543
723	0.02040415744
724	0.02034679532
725	0.02030334681
726	0.02027009681
727	0.02023339118
728	0.02020197287
729	0.02014900411
730	0.0201079305
731	0.02005050957
732	0.02000078554
733	0.01996919433
734	0.01993717521
735	0.01989655972
736	0.01986286913
737	0.01981157432
738	0.01977077852
739	0.01973191693
740	0.01968474314
741	0.01964707742
742	0.01961084515
743	0.01957590267
744	0.01953824461
745	0.01951171711
746	0.01946083362
747	0.01942531203
748	0.01934779132
749	0.01930353699
750	0.0192681811
751	0.01923549409
752	0.01919092583
753	0.01914694801
754	0.01910876557
755	0.01907544104
756	0.0190427535
757	0.01900552928
758	0.01895634758
759	0.01891561652
760	0.0188771523
761	0.01885031261
762	0.01881677436
763	0.018785448
764	0.01875057387
765	0.01870745912
766	0.01866832477
767	0.01862633939
768	0.01858586341
769	0.01854213431
770	0.0185069974
771	0.01844892529
772	0.01840451054
773	0.01836532796
774	0.01833847091
775	0.01829824589
776	0.01825297368
777	0.01821947637
778	0.01816287855
779	0.01812971316
780	0.01808657326
781	0.01805811683
782	0.01799253809
783	0.01795964358
784	0.01792990754
785	0.01789309802
786	0.01786032684
787	0.01782740946
788	0.01779792639
789	0.0177685755
790	0.01772064137
791	0.01768381099
792	0.01763478654
793	0.01759555134
794	0.01756601542
795	0.01754287452
796	0.01750658676
797	0.01746492818
798	0.01742849221
799	0.01738961595
800	0.01734292723
801	0.01727770818
802	0.01724578043
803	0.01719828439
804	0.01715410779
805	0.01712500545
806	0.01707877539
807	0.01704038352
808	0.01699898245
809	0.01696582936
810	0.01693516592
811	0.01691077339
812	0.01688452534
813	0.0168556267
814	0.01682765044
815	0.01680867344
816	0.016782051
817	0.01675880107
818	0.0167195233
819	0.01667503913
820	0.01665219523
821	0.01660103013
822	0.01657479435
823	0.01654268146
824	0.01650991663
825	0.01647487501
826	0.01644969262
827	0.01641208353
828	0.0163757543
829	0.01633345117
830	0.01630303594
831	0.01626878036
832	0.01622529941
833	0.01618640346
834	0.01615322761
835	0.01612297473
836	0.01608917827
837	0.01606809864
838	0.01604411679
839	0.01601549752
840	0.01598926097
841	0.01596928594
842	0.01594134207
843	0.01590638099
844	0.01587338716
845	0.01581670115
846	0.01577703809
847	0.01574867631
848	0.01571505112
849	0.0156827458
850	0.01565604769
851	0.01562396561
852	0.0155897062
853	0.01556643096
854	0.01553441149
855	0.01551065338
856	0.01549110159
857	0.01546632171
858	0.01544002893
859	0.01541084344
860	0.01538613131
861	0.01535764384
862	0.01533218481
863	0.01531279087
864	0.01528536928
865	0.01524317083
866	0.01522233563
867	0.01520238057
868	0.01517553856
869	0.01515186215
870	0.01513406806
871	0.01510762026
872	0.01508312729
873	0.01506270928
874	0.01502951165
875	0.01500002036
876	0.01497499379
877	0.01494988404
878	0.01489856233
879	0.01487590693
880	0.01484902506
881	0.01482420201
882	0.01480105206
883	0.01476626143
884	0.01474326052
885	0.0147176077
886	0.01469585719
887	0.01467581086
888	0.01465436615
889	0.01462432968
890	0.01459757206
891	0.01457335802
892	0.01455119794
893	0.01450625824
894	0.01448135659
895	0.01445596139
896	0.01443666647
897	0.01441764484
898	0.0143927856
899	0.01436653281
900	0.01434101636
901	0.01431683451
902	0.01429770527
903	0.01427842739
904	0.01425257047
905	0.01423427336
906	0.01420486624
907	0.01418399252
908	0.01415516893
909	0.01412490005
910	0.01410115359
911	0.01407391044
912	0.01404975106
913	0.01402850514
914	0.01398205608
915	0.0139632077
916	0.01393415382
917	0.0139124761
918	0.01388815398
919	0.01386561374
920	0.01384620436
921	0.01382796014
922	0.01380296595
923	0.0137839396
924	0.01376189093
925	0.01373872305
926	0.01372179208
927	0.0137019784
928	0.01368345757
929	0.01365842894
930	0.01364376297
931	0.01362464781
932	0.01360218515
933	0.01358190852
934	0.0135590716
935	0.01354034434
936	0.01352378329
937	0.01348737138
938	0.01345254272
939	0.01343367274
940	0.01341467892
941	0.0133956642
942	0.01337823056
943	0.01335126571
944	0.0133258459
945	0.0133045615
946	0.01329021811
947	0.01325671084
948	0.0132281671
949	0.01321352859
950	0.01318850463
951	0.01316559332
952	0.01314636844
953	0.01312187108
954	0.01310343313
955	0.01308243339
956	0.01305715173
957	0.01303116647
958	0.01301337734
959	0.01298715043
960	0.01295647045
961	0.01293166287
962	0.01291758617
963	0.01290248156
964	0.01288566001
965	0.01285995916
966	0.0128275229
967	0.01278693882
968	0.01277273191
969	0.01275427826
970	0.0127404021
971	0.01271479095
972	0.01269825876
973	0.01268201006
974	0.01266022685
975	0.01264566707
976	0.01262546929
977	0.0126058158
978	0.01259109954
979	0.01257597672
980	0.01256090174
981	0.01253917677
982	0.01251565178
983	0.01249428558
984	0.01245609944
985	0.01243375885
986	0.01240971749
987	0.01239395229
988	0.01237053057
989	0.01235123565
990	0.0123326427
991	0.01231758801
992	0.01230367055
993	0.01228271119
994	0.01226345023
995	0.01224673731
996	0.01222007881
997	0.01218292249
998	0.01215913932
999	0.01214528156
